E-8-64-OP-20;PARADA 2 / LAS REJAS - J.J. PEREZ;-33.4323100077131;-70.7062478776698
E-8-64-PO-25;PARADA 4 / LAS REJAS - J.J. PEREZ;-33.4325872466738;-70.7077268402459
E-8-74-NS-10;PARADA 1 / LAS REJAS - J.J. PEREZ;-33.4318824073105;-70.7071752493472
E-8-74-SN-15;PARADA 3 / LAS REJAS - J.J. PEREZ;-33.4333992712403;-70.7070436199188
E-9-299-NS-5;PARADA 2 / (M) SAN PABLO;-33.4454478053124;-70.723318793878
E-9-299-SN-5;PARADA 10 / (M) SAN PABLO;-33.4453281633567;-70.7228431072993
E-9-52-NS-20;PARADA 11 / (M) LAS REJAS;-33.4564483629369;-70.7058276772654
E-9-53-OP-10;PARADA 8 / (M) LAS REJAS;-33.4572879735303;-70.7070706253552
E-9-53-OP-15;PARADA 7 / (M) LAS REJAS;-33.4576799233649;-70.7074225912847
E-9-53-OP-20;PARADA 6 / (M) LAS REJAS;-33.4575088974036;-70.7080540081059
E-9-53-OP-5;PARADA 10 / (M) LAS REJAS;-33.4571063613546;-70.7058513246687
E-9-53-OP-6;PARADA 9 / (M) LAS REJAS;-33.4571492193373;-70.706013545781
E-9-71-OP-32;PARADA 1 / (M) SAN PABLO;-33.4440844531045;-70.7227862430097
E-9-71-OP-33;PARADA 7 / (M) SAN PABLO;-33.4442224705419;-70.7238861999966
E-9-71-PO-32;PARADA 6 / (M) SAN PABLO;-33.4444391863694;-70.724514403261
E-9-71-PO-33;PARADA 5 / (M) SAN PABLO;-33.4443931694739;-70.7239326060183
E-9-75-SN-12;PARADA 2 / (M) PUDAHUEL;-33.4449740676074;-70.7404456602466
I-26-228-NS-3;EIM LO OVALLE;-33.5169813107503;-70.6604511822123
I-26-228-SN-25;EIM LA CISTERNA;-33.5384749296529;-70.6635543788367
I-33-134-SN-67;EIM BELLAVISTA DE LA FLORIDA;-33.518973869271;-70.5988074422613
I-4-12-PO-11;EIM VESPUCIO NORTE;-33.3803553099845;-70.6475833967751
L-1-1-OP-5;AV. INDEPENDENCIA / ARTESANOS;-33.4308062299388;-70.6528170080171
L-1-10-OP-15;HUANUCO / AV. EINSTEIN;-33.402995120988;-70.6601499335116
L-1-10-OP-5;PARADA 6 / EINSTEIN - INDEPENDENCIA;-33.4037128669072;-70.6631204626497
L-1-10-PO-10;HUANUCO / AV. EINSTEIN;-33.403168966233;-70.6606370900379
L-1-10-PO-20;EL GUANACO / AV. EINSTEIN;-33.4030812744843;-70.6577538320097
L-1-11-NS-5;COLON / ESCANILLA;-33.422773498046;-70.6600531736559
L-1-12-NS-11;CNEL. ALVARADO / AV. VIVACETA;-33.4039022497216;-70.6698334974519
L-1-12-NS-15;NUEVA DE MATTE / AV. VIVACETA;-33.4087997311118;-70.6671099687527
L-1-12-NS-25;JULIET / AV. VIVACETA;-33.4115046844207;-70.6658067519138
L-1-12-NS-35;PADRE LAS CASAS / AV. VIVACETA;-33.413642122046;-70.665127084352
L-1-12-NS-45;D. SANTA MARIA / AV. VIVACETA;-33.4154808754376;-70.6645277158666
L-1-12-NS-5;REINA MARIA / AV. VIVACETA;-33.4011183239413;-70.6716403136515
L-1-12-NS-55;EL MOLINO / AV. VIVACETA;-33.4181982124448;-70.6636439717607
L-1-12-NS-56;GAMERO / AV. VIVACETA;-33.4215526491219;-70.6629981675744
L-1-12-NS-65;LOS ANGELES / AV. VIVACETA;-33.424325224633;-70.6620293367089
L-1-12-NS-75;RIVERA / AV. VIVACETA;-33.4267900985347;-70.6611406266555
L-1-12-SN-10;DAVID ARELLANO / AV. VIVACETA;-33.4008679052329;-70.6714849905367
L-1-12-SN-16;CNEL. ALVARADO / AV. VIVACETA;-33.4040292946564;-70.6691047725592
L-1-12-SN-20;NUEVA DE MATTE / AV. VIVACETA;-33.4091584320319;-70.6665899291335
L-1-12-SN-30;FRANCIA / AV. VIVACETA;-33.4117155163357;-70.6655526997336
L-1-12-SN-4;CANETE / AV. VIVACETA;-33.399968663433;-70.6719623507254
L-1-12-SN-40;CENTRAL / AV. VIVACETA;-33.4138901710205;-70.6647877066493
L-1-12-SN-5;HIPODROMO CHILE  / AV. VIVACETA;-33.407025667899;-70.6675921998631
L-1-12-SN-50;D. SANTA MARIA / AV. VIVACETA;-33.4158830597898;-70.664126747693
L-1-12-SN-57;BEZANILLA / AV. VIVACETA;-33.4179463425143;-70.6635961513118
L-1-12-SN-60;GAMERO / AV. VIVACETA;-33.4218004048077;-70.6626802572617
L-1-12-SN-70;RETIRO / AV. VIVACETA;-33.4243003382024;-70.6618675401877
L-1-13-OP-20;AV. VIVACETA / GAMERO;-33.4215575505773;-70.6626326090428
L-1-13-OP-30;ESCANILLA / GAMERO;-33.4211304330414;-70.6601832122718
L-1-13-OP-35;AMALIA ERRAZURIZ / GAMERO;-33.4206492067721;-70.6570552845371
L-10-25-SN-35;LAGUNA ZAPALLAR / AV. LA ESTRELLA;-33.4614982860067;-70.7523850880209
L-1-13-OP-5;FIDEL MONJE / GAMERO;-33.4219341319471;-70.6648122009618
L-1-13-PO-10;AV. VIVACETA / GAMERO;-33.421786775587;-70.6630241413647
L-1-13-PO-25;ESCANILLA / GAMERO;-33.4214419614533;-70.6604902679031
L-1-14-OP-5;MARURI / GRAL. BORGONO;-33.4304658608395;-70.6546712718257
L-1-15-NS-5;PARADA 3 / B. MATHIEU - INDEPENDENCIA;-33.4289370374723;-70.6536742686111
L-1-16-NS-10;CNEL. ALVARADO / LAS ARAUCARIAS;-33.4052103629017;-70.6744820759602
L-1-16-SN-5;REINA MARIA / LAS ARAUCARIAS;-33.4030330422181;-70.675440246822
L-1-17-OP-10;LUIS GALDAMES / LAS ENREDADERAS;-33.4062599058609;-70.6722226741435
L-1-17-OP-15;LOS MARROQUIES / LAS ENREDADERAS;-33.4061488124273;-70.6697582107538
L-1-18-NS-10;ESCUELA LUIS GALDAMES;-33.406686583256;-70.672682461143
L-1-18-SN-5;CNEL. ALVARADO / LUIS GALDAMES;-33.4052628419048;-70.6739347088122
L-1-19-NS-15;PADRE F. GAZZIERO / NUEVA 1;-33.4116932806177;-70.6765743415779
L-1-19-NS-25;D. SANTA MARIA / NUEVA 1;-33.4142677541344;-70.6762582017151
L-1-19-NS-5;NUEVA DE MATTE / NUEVA 1;-33.4087490082399;-70.6768941114534
L-1-19-SN-10;NUEVA DE MATTE / NUEVA 1;-33.4091308735474;-70.6766648870073
T-16-138-PO-2;MAMPATO;-33.3680354299594;-70.518976477294
L-1-19-SN-20;PADRE F. GAZZIERO / NUEVA 1;-33.4121027743477;-70.6763026263603
L-1-2-NS-15;EUGENIO MATTE / BAJOS DE JIMENEZ;-33.4054944127069;-70.6788207676711
L-1-2-NS-20;ROSA SALAS / BAJOS DE JIMENEZ;-33.4066791346264;-70.6779080857133
L-1-2-SN-10;EUGENIO MATTE / BAJOS DE JIMENEZ;-33.4055521450109;-70.6785530668898
L-1-2-SN-5;14 DE LA FAMA / BAJOS DE JIMENEZ;-33.4028973682608;-70.6808029574576
L-1-20-PO-10;AV. LA PAZ / OLIVOS;-33.4234383168458;-70.6514620556221
